,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
29,66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,6,0,1.0,0.056,13.833,0.199,5.613,13.833,33,108,1.8132530120481927,2,5.458
30,67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,28,34,-0.097,0.135,14.754,0.109,5.945,14.754,92,458,1.4637336504161713,19,4.568
31,68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,12,2,0.714,0.119,19.1,0.115,7.686,19.1,22,118,1.5183246073298429,1,4.832
32,69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,56,19,0.493,0.1,19.6,0.202,7.921,19.6,238,751,1.7772108843537415,0,5.583
33,70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,14,17,-0.097,0.092,26.333,0.175,10.603,26.333,97,336,1.5840867992766727,10,4.908
34,71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,23,37,-0.233,0.098,20.769,0.149,8.367,20.769,161,610,1.5796296296296297,7,4.781
35,72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,33,48,-0.185,0.079,23.413,0.209,9.449,23.413,367,1022,1.6867881548974943,16,5.271
36,73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,56,21,0.455,0.082,25.171,0.124,10.118,25.171,218,943,1.4767309875141885,19,4.704
37,74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,51,25,0.342,0.089,17.614,0.125,7.096,17.614,183,858,1.4945280437756499,18,4.782
38,75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,26,7,0.576,0.073,14.27,0.097,5.747,14.27,87,453,1.439377085650723,1,4.504
39,76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,50,7,0.754,0.079,22.015,0.121,8.854,22.015,176,718,1.4384033035099792,4,4.46
40,77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,35,6,0.707,0.163,30.062,0.156,12.087,30.062,75,252,1.5301455301455302,8,4.642
41,78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,51,15,0.545,0.067,23.214,0.156,9.348,23.214,254,988,1.6123076923076922,8,5.032
42,79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,37,71,-0.315,0.19,13.338,0.11,5.379,13.338,113,569,1.4625121713729308,13,4.619
43,80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,64,23,0.471,0.142,14.705,0.104,5.924,14.705,119,614,1.4123801220575414,5,4.486
44,81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,23,34,-0.193,0.077,26.109,0.121,10.492,26.109,145,739,1.5037468776019984,0,4.888
45,82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,38,25,0.206,0.071,17.695,0.181,7.15,17.695,263,886,1.678842177808408,8,5.109
46,83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,38,82,-0.367,0.2,13.5,0.112,5.445,13.5,121,601,1.4703703703703703,15,4.652
47,84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,55,31,0.279,0.098,29.148,0.134,11.713,29.148,211,874,1.5114358322744599,5,4.795
48,85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,25,13,0.316,0.084,33.522,0.145,13.467,33.522,112,455,1.6199740596627756,1,5.118
49,86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,39,25,0.219,0.088,32.459,0.162,13.048,32.459,195,727,1.6669442131557035,1,5.309
50,87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,43,51,-0.085,0.094,23.603,0.159,9.505,23.603,274,998,1.5577481137550784,5,5.019
51,88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,22,12,0.294,0.016,16.51,0.103,6.645,16.51,334,2184,1.4830037082818295,0,4.981
52,89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,40,50,-0.111,0.089,21.25,0.139,8.556,21.25,248,1007,1.5647058823529412,10,4.956
53,90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,29,69,-0.408,0.1,24.836,0.203,10.016,24.836,307,982,1.722112211221122,0,5.481
54,91,https://insights.blackcoffer.com/human-rights-outlook/,5,3,0.25,0.082,19.0,0.111,7.644,19.0,19,97,1.4502923976608186,2,4.614
55,92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,51,4,0.855,0.097,21.667,0.104,8.708,21.667,101,569,1.4635897435897436,2,4.814
56,93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,48,35,0.157,0.081,15.331,0.15,6.192,15.331,279,1031,1.5266846361185984,6,4.852
57,94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,53,14,0.582,0.062,18.926,0.142,7.627,18.926,256,1073,1.5506117908787542,5,4.942
58,95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,36,30,0.091,0.102,22.915,0.136,9.22,22.915,146,644,1.5357474466109564,3,4.964
59,96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,18,41,-0.39,0.054,28.355,0.189,11.418,28.355,332,1101,1.6968145620022752,1,5.207
60,97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,19,43,-0.387,0.109,18.654,0.157,7.524,18.654,152,569,1.5876288659793814,4,4.975
61,98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,42,45,-0.034,0.128,16.608,0.135,6.697,16.608,166,680,1.5028478437754271,37,4.79
62,99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,29,26,0.055,0.087,29.184,0.159,11.737,29.184,176,633,1.594229035166817,12,4.928
63,100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,22,37,-0.254,0.068,21.61,0.164,8.71,21.61,209,864,1.619607843137255,3,5.17
64,101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,6,3,0.333,0.083,17.455,0.094,7.02,17.455,18,108,1.3802083333333333,2,4.417
65,102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,30,44,-0.189,0.116,18.213,0.131,7.338,18.213,145,640,1.5040504050405041,13,4.762
66,103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,11,25,-0.389,0.093,17.111,0.144,6.902,17.111,89,386,1.5795454545454546,4,5.031
67,104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,29,55,-0.31,0.121,22.78,0.189,9.188,22.78,215,695,1.6532045654082528,2,5.168
68,105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,31,34,-0.046,0.118,28.179,0.131,11.324,28.179,144,552,1.4895359417652412,6,4.658
69,106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,7,2,0.556,0.033,33.25,0.231,13.392,33.25,92,269,1.7393483709273183,0,5.449
70,107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,25,3,0.786,0.074,18.938,0.104,7.617,18.938,63,377,1.4801980198019802,4,4.713
71,108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,39,55,-0.17,0.149,31.97,0.179,12.86,31.97,189,632,1.6436018957345973,3,5.198
72,109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,33,24,0.158,0.154,23.677,0.076,9.501,23.677,56,369,1.3160762942779292,42,4.207
73,110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,9,38,-0.617,0.073,21.771,0.148,8.768,21.771,155,643,1.5464114832535885,0,5.151
74,111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,22,31,-0.17,0.089,20.058,0.165,8.089,20.058,172,598,1.6222435282837968,0,5.242
75,112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,40,48,-0.091,0.138,19.463,0.149,7.845,19.463,157,637,1.5832540437678402,2,5.124
76,113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,29,35,-0.094,0.083,22.945,0.155,9.24,22.945,195,772,1.609350237717908,8,4.997
77,114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,48,47,0.011,0.107,22.543,0.137,9.072,22.543,216,890,1.5316856780735109,3,4.79
78,115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,28,46,-0.243,0.066,23.72,0.17,9.556,23.72,302,1117,1.6256323777403034,3,5.062
79,116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,29,26,0.055,0.117,73.417,0.068,29.394,73.417,60,472,1.3337116912599318,43,4.208
80,117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,46,74,-0.233,0.101,27.529,0.153,11.073,27.529,294,1184,1.5749870264660093,11,5.157
81,118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,48,56,-0.077,0.149,16.0,0.095,6.438,16.0,122,696,1.39140625,7,4.506
82,119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,10,14,-0.167,0.114,20.688,0.227,8.366,20.688,75,211,1.7945619335347431,1,5.511
83,120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,47,89,-0.309,0.098,24.169,0.167,9.734,24.169,359,1386,1.620641562064156,6,5.141
84,121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,54,61,-0.061,0.141,25.312,0.099,10.164,25.312,161,813,1.3901234567901235,36,4.441
85,122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,47,66,-0.168,0.109,20.14,0.14,8.112,20.14,242,1039,1.5444572748267897,12,4.863
86,123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,55,85,-0.214,0.13,24.133,0.142,9.71,24.133,257,1075,1.5491712707182321,11,4.967
87,124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,54,74,-0.156,0.104,29.288,0.177,11.786,29.288,342,1235,1.6394205897568546,8,5.152
88,125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,63,19,0.537,0.079,28.446,0.158,11.442,28.446,293,1044,1.588967009194159,2,5.093
89,126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,19,24,-0.116,0.088,24.912,0.139,10.02,24.912,118,486,1.578512396694215,3,4.992
90,127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,49,97,-0.329,0.152,24.47,0.161,9.852,24.47,260,961,1.6235294117647059,6,5.121
91,128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,32,46,-0.179,0.134,22.667,0.124,9.116,22.667,126,583,1.503921568627451,5,4.752
92,129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,8,22,-0.467,0.069,22.0,0.162,8.865,22.0,107,435,1.6348484848484848,1,5.264
93,130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,26,63,-0.416,0.08,33.84,0.159,13.6,33.84,269,1109,1.6182033096926713,2,5.128
94,131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,98,30,0.531,0.117,25.239,0.171,10.164,25.239,307,1096,1.6104910714285714,0,5.096
95,132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,35,21,0.25,0.064,24.492,0.131,9.849,24.492,189,877,1.5280276816608998,6,4.866
96,133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,56,32,0.273,0.136,24.659,0.241,9.96,24.659,244,646,1.8189910979228487,0,5.742
97,134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,10,14,-0.167,0.099,27.0,0.196,10.878,27.0,74,242,1.783068783068783,4,5.553
98,135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,10,8,0.111,0.092,21.625,0.081,8.682,21.625,28,196,1.3670520231213872,7,4.436
99,136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,1,21,-0.909,0.104,19.714,0.143,7.943,19.714,59,211,1.5289855072463767,5,4.606
100,137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,5,8,-0.231,0.094,29.5,0.136,11.854,29.5,32,138,1.5084745762711864,3,4.742
101,138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,6,11,-0.294,0.113,18.857,0.159,7.606,18.857,42,150,1.5492424242424243,7,4.89
102,139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,44,20,0.375,0.159,17.765,0.25,7.206,17.765,151,403,1.8294701986754967,2,5.583
103,140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,24,55,-0.392,0.13,24.805,0.159,9.986,24.805,162,607,1.59882005899705,0,5.004
104,141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,15,48,-0.524,0.11,29.758,0.126,11.954,29.758,124,572,1.5173116089613035,4,4.838
105,142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,50,65,-0.13,0.108,24.053,0.177,9.692,24.053,320,1060,1.6374722838137472,0,5.076
106,143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,5,26,-0.677,0.083,17.971,0.153,7.25,17.971,96,375,1.5405405405405406,1,5.002
107,144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
108,145,https://insights.blackcoffer.com/blockchain-in-fintech/,21,14,0.2,0.064,25.595,0.146,10.296,25.595,138,543,1.5818373812038016,2,5.14
109,146,https://insights.blackcoffer.com/blockchain-for-payments/,29,29,0.0,0.096,19.347,0.153,7.8,19.347,145,603,1.5928270042194093,9,5.158
110,147,https://insights.blackcoffer.com/the-future-of-investing/,46,16,0.484,0.064,24.774,0.149,9.969,24.774,229,976,1.599609375,2,5.073
111,148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,30,44,-0.189,0.103,17.742,0.185,7.171,17.742,217,715,1.6575576430401366,2,5.032
112,149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,33,7,0.65,0.09,24.862,0.234,10.038,24.862,169,446,1.8072122052704578,0,5.699
113,150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,46,41,0.057,0.137,15.985,0.157,6.457,15.985,166,634,1.6218009478672986,8,5.025
